,OBJECTID,ZLDWDM,ZLDWMC,TBMJ,TBDLMJ,GDLX,GDPDJB,TBXHMC,ZZSXMC,CZCSXM,Shape_Leng,Shape_Area,类型,候选必,统计,N_DLBM,N_DLMC,Fire_FID,Risk,CA_Per,B_Types,XF_N1,HW_N1,HW_N2,Pop,B_Area0,B_Area,F_Area,E_Area,S1,nS1,S21,S22,S23,nS21,nS22,nS23,nS2,N1,nN1,N2,nN2,N3,nN3,S,N,C,S11_,nS11_,S12_,nS12_,Temp1,Temp2,S21_,nS21_,S22_,nS22_,N1_,nN1_,N2_,nN2_,S_,N_,C_,boundary
10,406849.0,4201020090040000000,苗栗社区,4358.07,4358.07,,,,,201,316.766597402,4358.15061602,初始,候选,09,1507,其他特殊用地,1.0,398.296017,,1.#QNAN,1.0,0.0,0.0,0.0,491.0,1227.8983301,920.923747574,0.0,7.4,33.3333333333,2491.42899459,4136.51562741,1139.0,0.0,0.0,0.0,0.0,0.0,0.0,366800.260619,0.0806078439709,2.0,11.7647058824,20.8333333333,1.99441039977,10.4458607595,5.4,30.7692307692,45.7179970238,0.0,10.0,9.1,9.1,25.9259259259,627.781640298,100.0,0.0,0.0,0.0,0.0,34.6892279202,0.0,13969.3677121,"[[38527710.491, 3386678.9915], [38527722.4073, 3386658.2735], [38527734.3449, 3386648.6795], [38527747.6573, 3386626.3043], [38527732.5322, 3386616.5543], [38527732.1573, 3386611.2103], [38527713.1569, 3386600.6167], [38527656.6569, 3386706.5557], [38527683.9073, 3386725.2119], [38527710.491, 3386678.9915]]"
11,406850.0,4201020070070000000,模范路社区,26711.59,26711.59,,,,,201,768.72335291,26712.0845014,初始,必选,07,070102,二类城镇住宅用地,1.0,1237.461225,1.35,"JA, JB, JH, JS",1.0,1.0,1.0,687.887664795,13547.0,85375.7283629,84844.0682373,446.632503447,17.4,100.0,2491.42899459,4136.51562741,1139.0,0.0,0.0,0.0,0.0,0.0257519275502,1.52801183582,104991244.615,23.0728240213,0.0,0.0,62.5,10.2504302766,6.09730502169,5.4,30.7692307692,45.7179970238,0.0,11.0,9.1,9.1,25.9259259259,627.781640298,100.0,0.983679360657,9.48384137001,473.099614762,0.121509243729,34.6892279202,5.97296682265,5.80770477222,"[[38527613.6437, 3386726.8123], [38527614.0316, 3386726.025], [38527635.5775, 3386692.9044], [38527688.2817, 3386593.6171], [38527686.9695, 3386592.1171], [38527686.594, 3386592.8043], [38527681.9067, 3386589.4291], [38527646.2183, 3386554.929], [38527621.3431, 3386531.7727], [38527617.4055, 3386535.8665], [38527619.2805, 3386537.8038], [38527618.5931, 3386538.4915], [38527619.2805, 3386539.1165], [38527609.4055, 3386548.6478], [38527605.7805, 3386544.8353], [38527588.8427, 3386562.5856], [38527579.0303, 3386552.8668], [38527587.0925, 3386541.7417], [38527586.7802, 3386541.429], [38527588.9675, 3386539.2103], [38527602.0927, 3386521.21], [38527576.3425, 3386496.96], [38527512.2794, 3386561.8987], [38527475.2794, 3386598.3685], [38527471.0554, 3386603.5779], [38527489.4373, 3386615.4839], [38527492.4336, 3386614.1708], [38527505.5923, 3386620.7433], [38527499.1547, 3386633.4309], [38527515.5299, 3386642.6497], [38527504.0923, 3386663.3061], [38527518.6553, 3386671.9623], [38527515.6553, 3386677.7439], [38527600.2812, 3386725.1812], [38527603.3643, 3386726.7779], [38527603.4437, 3386727.0125], [38527606.3436, 3386728.0125], [38527608.8437, 3386728.2127], [38527611.3437, 3386727.8123], [38527613.6437, 3386726.8123]]"
12,406856.0,4201020090020000000,三合社区,5460.3,5460.3,,,,,201,623.446048127,5460.40389859,初始,候选,1004,1207,城镇村道路用地,1.0,664.903184,,1.#QNAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,6.66666666667,2491.42899459,4136.51562741,1139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16666666667,0.0,162584.298109,5.4,30.7692307692,45.7179970238,0.0,12.0,9.1,9.1,25.9259259259,627.781640298,100.0,0.0,0.0,0.0,0.0,34.6892279202,0.0,13969.3677121,"[[38527896.2867, 3387068.4963], [38527933.571, 3387046.8982], [38527948.453, 3387041.79985], [38527958.2955, 3387037.3548], [38528009.4129, 3387007.6685], [38528016.2392, 3387002.9059], [38528030.368, 3386992.2696], [38528065.2265, 3386971.0913], [38528090.038, 3386956.6189], [38528095.0383, 3386957.5251], [38528142.351, 3386968.0124], [38528101.5733, 3386927.558], [38528082.9768, 3386938.482], [38528066.6496, 3386948.7212], [38528059.3456, 3386953.7589], [38527962.0049, 3387010.9515], [38527878.0593, 3387061.0562], [38527888.169, 3387075.1482], [38527896.2867, 3387068.4963]]"
13,406857.0,4201020140070000000,花莲社区,3193.23,3193.23,,,,,201,399.48813892,3193.28180421,初始,候选,1004,1207,城镇村道路用地,0.0,664.903184,,1.#QNAN,0.0,0.0,0.0,0.0,20.0,20.029048169,5.00726204225,0.0,3.4,6.66666666667,17590.0978124,43234.1361634,3945.0,100.0,100.0,100.0,99.999,0.0,0.0,3329.34447501,0.000731655096194,2.0,11.7647058824,41.6662916667,1.96112838815,21.2460805312,2.4,7.69230769231,96.1150015363,100.0,13.0,3.1,3.1,3.7037037037,23.8039168856,0.0,0.0,0.0,0.0,0.0,40.7618347578,0.0,13969.3677121,"[[38526515.7086, 3387037.8469], [38526602.2717, 3386979.7211], [38526618.2723, 3386982.9709], [38526597.4241, 3386961.0852], [38526486.5893, 3387034.1058], [38526462.3167, 3387053.1117], [38526479.0837, 3387076.1912], [38526482.0209, 3387060.4411], [38526515.7086, 3387037.8469]]"
14,406858.0,4201020140070000000,花莲社区,53321.38,53321.38,,,,,201,2151.59732087,53322.3078868,初始,必选,07,070102,二类城镇住宅用地,0.0,1237.461225,1.35,"JA, JB, JH, JS",1.0,1.0,1.0,4072.31436157,16568.0,91534.9667278,91287.7833205,1233.1468028,5.4,20.0,17590.0978124,43234.1361634,3945.0,100.0,100.0,100.0,99.999,0.0763716823776,4.53157668944,112965092.175,24.8251528198,0.0,0.0,49.999625,12.2320684846,4.08758543683,2.4,7.69230769231,96.1150015363,100.0,14.0,5.1,5.1,11.1111111111,23.8039168856,0.0,5.82340953705,56.1446081832,1306.22216889,0.335485514956,41.9964273504,35.2161871826,1.19253192098,"[[38526909.2754, 3387053.6575], [38526869.1501, 3387045.9699], [38526872.4001, 3387028.9384], [38526853.4623, 3387020.3761], [38526867.7122, 3386988.2193], [38526919.1503, 3387010.8756], [38526920.6503, 3386992.219], [38526927.088, 3386989.9379], [38526928.2127, 3386983.5938], [38526944.9005, 3386984.3127], [38526945.1503, 3386948.7186], [38526944.65, 3386932.7809], [38526892.6497, 3386933.8437], [38526892.2119, 3386907.8433], [38526897.0241, 3386833.8112], [38526902.6491, 3386833.8113], [38526902.5244, 3386844.0926], [38526943.0873, 3386842.5299], [38526940.8994, 3386734.9975], [38526929.7115, 3386735.3412], [38526929.2115, 3386715.7785], [38526940.5239, 3386715.4661], [38526940.0865, 3386691.997], [38526928.7115, 3386692.3096], [38526928.2737, 3386672.6529], [38526939.7115, 3386672.403], [38526939.0864, 3386638.7464], [38526938.7111, 3386609.1213], [38526937.4115, 3386509.9187], [38526931.0011, 3386501.24], [38526920.6022, 3386486.0118], [38526912.6473, 3386472.5883], [38526891.8969, 3386439.088], [38526859.6744, 3386459.0405], [38526833.3453, 3386475.429], [38526833.1235, 3386475.567], [38526832.7175, 3386485.8656], [38526836.5845, 3386486.3704], [38526907.4601, 3386501.9015], [38526907.5229, 3386608.9027], [38526901.4391, 3386609.5139], [38526902.1443, 3386639.4144], [38526912.3986, 3386639.372], [38526913.9614, 3386712.6229], [38526915.1491, 3386755.6543], [38526916.3369, 3386777.0295], [38526913.4619, 3386800.8735], [38526908.0869, 3386813.7487], [38526894.6491, 3386823.9363], [38526852.2114, 3386843.5305], [38526796.7736, 3386875.0311], [38526753.5141, 3386899.0412], [38526699.9623, 3386925.4996], [38526668.8472, 3386934.1779], [38526641.1469, 3386942.3769], [38526610.7692, 3386952.2932], [38526615.0845, 3386958.0645], [38526619.3968, 3386962.7208], [38526629.8107, 3386973.9008], [38526683.9568, 3386981.9748], [38526683.6393, 3386986.4198], [38526711.2619, 3386996.4211], [38526695.6361, 3387022.9022], [38526696.5923, 3387032.3861], [38526764.4615, 3387049.4395], [38526804.2175, 3387055.9072], [38526905.9005, 3387076.9701], [38526909.2754, 3387053.6575]]"
15,406859.0,4201020140070000000,花莲社区,2819.38,2819.38,,,,,201,245.465066055,2819.43072394,初始,必选,1005,120803,社会停车场用地,0.0,930.92494,2.3,"JA, JB, JH, JS",0.0,0.0,1.0,342.359832764,0.0,0.0,0.0,0.0,5.4,20.0,17590.0978124,43234.1361634,3945.0,100.0,100.0,100.0,99.999,0.0,0.0,0.0,0.0,0.0,0.0,49.999625,0.0,162584.298109,2.4,7.69230769231,96.1150015363,100.0,15.0,5.1,5.1,11.1111111111,23.8039168856,0.0,0.0,0.0,0.0,0.0,41.9964273504,0.0,13969.3677121,"[[38526944.9005, 3386984.3127], [38526928.2127, 3386983.5938], [38526927.088, 3386989.9379], [38526920.6503, 3386992.219], [38526919.1503, 3387010.8756], [38526910.588, 3387044.2197], [38526909.2754, 3387053.6575], [38526905.9005, 3387076.9701], [38526933.5886, 3387082.9702], [38526938.9637, 3387073.2826], [38526942.4009, 3387063.6574], [38526944.4637, 3387055.9699], [38526944.5258, 3387026.0009], [38526944.7758, 3387023.9071], [38526944.9005, 3386984.3127]]"
16,406860.0,4201020090050000000,光华路社区,413.44,413.44,,,,,201,83.0206292566,413.443867773,初始,必选,08,1309,环卫用地,0.0,584.849352,,1.#QNAN,1.0,0.0,0.0,0.0,209.0,627.781640298,313.890820149,0.0,7.4,33.3333333333,2491.42899459,4136.51562741,1139.0,0.0,0.0,0.0,0.0,0.0,0.0,183578.842763,0.0403431957459,0.0,0.0,20.8333333333,0.0168097993714,1239.35645352,3.4,15.3846153846,45.7179970238,0.0,16.0,29.1,29.1,100.0,627.781640298,100.0,0.0,0.0,0.0,0.0,43.8300769231,0.0,13969.3677121,"[[38527601.938, 3387079.9243], [38527595.1453, 3387070.8163], [38527589.5949, 3387064.0141], [38527587.7831, 3387066.2789], [38527585.5331, 3387064.4663], [38527572.7203, 3387071.8413], [38527580.2239, 3387089.0336], [38527601.938, 3387079.9243]]"
17,406930.0,4201020070010000000,熊家台社区,4113.72,4113.72,,,,,201,704.460151822,4113.79374827,初始,候选,1004,1207,城镇村道路用地,1.0,664.903184,,1.#QNAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,6.66666666667,2491.42899459,4136.51562741,1139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16666666667,0.0,162584.298109,1.4,0.0,45.7179970238,0.0,17.0,2.1,2.1,0.0,31.5752313049,1.28668891551,0.0,0.0,0.0,0.0,0.308264930378,0.0,13969.3677121,"[[38526906.5203, 3386076.0529], [38526954.1453, 3386028.9269], [38527013.1458, 3385977.6135], [38527031.7083, 3385962.1133], [38527151.8969, 3385866.9241], [38527145.408, 3385858.0554], [38527144.764, 3385858.5636], [38527133.5187, 3385867.37], [38527117.3107, 3385880.063], [38527116.6263, 3385880.5989], [38527113.3263, 3385883.1833], [38527101.004, 3385892.8332], [38527072.2739, 3385915.2581], [38527062.3378, 3385923.0136], [38527048.8667, 3385933.5282], [38527029.4072, 3385948.7172], [38527021.7574, 3385954.7506], [38527004.7764, 3385968.1436], [38527001.3643, 3385970.9669], [38526956.7795, 3386009.7245], [38526945.6067, 3386019.8467], [38526943.6635, 3386021.694], [38526928.5149, 3386036.0939], [38526922.8759, 3386041.568], [38526901.0546, 3386064.1954], [38526890.1572, 3386074.9751], [38526889.9595, 3386075.1706], [38526884.8863, 3386080.0831], [38526895.6708, 3386086.8644], [38526900.9419, 3386081.6117], [38526906.5203, 3386076.0529]]"
18,406933.0,4201020070010000000,熊家台社区,4934.64,4934.64,,,,,201,315.931346333,4934.73249776,初始,必选,05,090101,零售商业用地,1.0,1240.06896,1.35,"JA, JB, JH, JS",1.0,0.0,1.0,584.299804688,2007.0,9179.50258981,9022.92934143,5889.3840725,3.4,6.66666666667,2491.42899459,4136.51562741,1139.0,0.0,0.0,0.0,0.0,0.118405568073,7.02569192501,11189054.6046,2.45890110936,0.0,0.0,4.16666666667,3.95194537963,1.05433306041,2.4,7.69230769231,45.7179970238,0.0,18.0,2.1,2.1,0.0,31.5752313049,1.28668891551,0.0,0.0,6238.38461013,1.60224479669,1.91080339192,0.600841798759,3.18021049113,"[[38527154.71, 3386084.5198], [38527170.9007, 3386071.376], [38527158.7971, 3386057.9058], [38527162.1373, 3386046.8296], [38527168.8044, 3386037.3107], [38527171.2981, 3386038.7275], [38527181.9071, 3386021.4412], [38527179.4911, 3386020.0872], [38527183.1411, 3386012.6051], [38527175.64, 3386008.9082], [38527180.671, 3385998.7659], [38527127.8889, 3385984.5628], [38527124.7013, 3386002.8074], [38527121.0754, 3386026.3896], [38527109.4564, 3386067.2278], [38527106.7826, 3386072.2532], [38527147.3589, 3386091.1474], [38527154.71, 3386084.5198]]"
19,406945.0,4201020070010000000,熊家台社区,12101.04,12101.04,,,,,201,644.249753489,12101.2615457,初始,必选,08,080402,中等职业教育用地,1.0,1192.911408,15.0,"JA, JB, JH, JS",1.0,1.0,1.0,705.157714844,3163.0,16703.2593347,15406.937587,8757.23557311,3.4,6.66666666667,2491.42899459,4136.51562741,1139.0,0.0,0.0,0.0,0.0,0.0582714217176,3.45758281205,18379111.6099,4.03898448293,0.0,0.0,4.16666666667,3.1235946948,1.33393319998,2.4,7.69230769231,45.7179970238,0.0,19.0,2.1,2.1,0.0,31.5752313049,1.28668891551,1.00837553223,9.72194189648,834.85645797,0.214421601001,1.91080339192,6.15662178568,0.310365563849,"[[38526954.1453, 3386028.9269], [38526906.5203, 3386076.0529], [38527056.5931, 3386168.6777], [38527122.2108, 3386204.5528], [38527140.8358, 3386170.9901], [38527126.1478, 3386154.1774], [38527093.6475, 3386144.4587], [38527098.0225, 3386131.8023], [38527059.3344, 3386117.5835], [38527044.9595, 3386109.0211], [38527035.1468, 3386119.1151], [38527025.8965, 3386109.7711], [38527038.1467, 3386097.3335], [38527035.0841, 3386094.3335], [38527031.5215, 3386097.9899], [38527021.5839, 3386088.0523], [38527020.7088, 3386088.9273], [38526971.5831, 3386042.6457], [38526970.8331, 3386043.4895], [38526954.1453, 3386028.9269]]"
20,406946.0,4201020070050000000,高雄社区,373.72,373.72,,,,,201,75.179081301,373.721781342,初始,必选,08,080405,其他教育用地,0.0,1222.821522,4.0,"JA, JB, JH, JS",1.0,0.0,1.0,0.0,291.0,1164.47042818,1164.47042818,0.0,3.4,6.66666666667,2491.42899459,4136.51562741,1139.0,0.0,0.0,0.0,0.0,0.0,0.0,1423939.50131,0.31292424098,0.0,0.0,4.16666666667,0.130386143489,31.9563609688,2.4,7.69230769231,45.7179970238,0.0,20.0,2.1,2.1,0.0,31.5752313049,1.28668891551,0.0,0.0,0.0,0.0,1.91080339192,0.0,13969.3677121,"[[38527075.4601, 3386194.0845], [38527059.3351, 3386185.2094], [38527054.585, 3386185.7721], [38527052.5223, 3386188.2409], [38527047.7723, 3386197.5532], [38527060.5225, 3386205.8347], [38527064.4601, 3386208.1471], [38527067.3351, 3386207.3659], [38527075.4601, 3386194.0845]]"
21,406948.0,4201020070050000000,高雄社区,4946.0,4946.0,,,,,201,366.550580608,4946.09431033,初始,必选,05,090104,旅馆用地,0.0,1240.06896,10.0,"JA, JB, JH, JS",1.0,0.0,1.0,629.9609375,2096.0,7428.61783731,3714.30891866,7428.61783731,3.4,6.66666666667,17590.0978124,43234.1361634,3945.0,100.0,100.0,100.0,99.999,0.127365330698,7.55732682149,4605999.19788,1.01221210706,0.0,0.0,41.6662916667,3.57066978536,11.6690408723,1.4,0.0,45.7179970238,0.0,21.0,2.1,2.1,0.0,31.5752313049,1.28668891551,0.0,0.0,1062.29235074,0.272835437041,0.308264930378,0.10231328889,3.01295104206,"[[38526931.5958, 3386133.6417], [38526920.133, 3386158.5103], [38526856.5612, 3386125.2012], [38526834.8323, 3386146.9603], [38526838.0823, 3386149.2415], [38526893.7705, 3386177.5227], [38526888.3329, 3386190.1167], [38526932.5836, 3386212.4916], [38526933.6461, 3386212.8979], [38526942.2087, 3386194.5225], [38526947.3336, 3386182.8662], [38526963.1124, 3386148.2679], [38526931.5958, 3386133.6417]]"
